1758151340243,position,48.7119647,2.202376
1758151348183,position,48.7119684,2.2023519
1758151356935,position,48.7119613,2.2023486
1758151364187,position,48.7119464,2.2023686
1758151372354,position,48.7119567,2.2023589
1758151380901,position,48.7119705,2.2023828
1758151388892,position,48.7119695,2.2023512
1758151397527,position,48.7119742,2.2023338
1758151405867,position,48.7119592,2.2023596
1758151414004,position,48.7119691,2.2023728
1758151424855,position,48.7119702,2.2023816
1758151430282,position,48.7119739,2.2023721
1758151438203,position,48.7119633,2.2023841
1758151446373,position,48.7119647,2.2023806
1758151454699,position,48.7119593,2.2023871
1758151462553,position,48.7119616,2.2023903
1758151470342,position,48.7119594,2.2023859
1758151478473,position,48.7119605,2.2023748
1758151486112,position,48.7119559,2.2023561
1758151494133,position,48.7119617,2.2023674
1758151502319,position,48.7119549,2.2023335
